name,category,subtypes,phone,website,address,street,city,state,postal_code,country,country_code,rating,reviews,business_status,working_hours,description,about,latitude,longitude,place_id,google_id,domain,email,company_instagram,company_facebook,booking_appointment_link,verified,photos_count,reviews_per_score_5,reviews_per_score_4
Alternative Healer Toronto | Chakra Balancing & REIKI classes,Wellness center,"Wellness center, Hypnotherapy service, Life coach, Psychotherapist, Reiki therapist",+1 647-692-4319,https://www.alternativehealer.ca/,"458 Queens Quay W, Toronto, ON M5V 2Y4",458 Queens Quay W,Toronto,Ontario,M5V 2Y4,Canada,CA,4.9,95,OPERATIONAL,"{""Monday"": [""12-7:30p.m.""], ""Tuesday"": [""2:30-7:30p.m.""], ""Wednesday"": [""10a.m.-4:30p.m.""], ""Thursday"": [""2:30-7:30p.m.""], ""Friday"": [""10a.m.-4:30p.m.""], ""Saturday"": [""11a.m.-4p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true, ""Language assistance"": ""English, French, German""}, ""Accessibility"": {""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Parking"": {""Paid parking garage"": true, ""Paid street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6376895,-79.3928566,ChIJbX_owyA1K4gRxXOdC5hCLyg,0x882b3520c3e87f6d:0x282f42980b9d73c5,alternativehealer.ca,healing.bay.wellness@gmail.com,,,https://www.alternativehealer.ca/contact/,True,98,93,0
Toronto Colonics,Wellness center,"Wellness center, Health consultant, Massage therapist, Nutritionist, Wellness program",+1 416-537-9653,http://www.torontocolonics.com/,"615 Yonge St 6th floor, Toronto, ON M4Y 1Z5",615 Yonge St 6th floor,Toronto,Ontario,M4Y 1Z5,Canada,CA,4,54,OPERATIONAL,"{""Monday"": [""9a.m.-7p.m.""], ""Tuesday"": [""9a.m.-7p.m.""], ""Wednesday"": [""9a.m.-7p.m.""], ""Thursday"": [""9a.m.-7p.m.""], ""Friday"": [""9a.m.-7p.m.""], ""Saturday"": [""9a.m.-3p.m.""], ""Sunday"": [""Closed""]}",,"{""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.667027,-79.3851903,ChIJCZwaUF40K4gRH3p8HyLdOK4,0x882b345e501a9c09:0xae38dd221f7c7a1f,torontocolonics.com,info@torontocolonics.com,//www.instagram.com/torontocolonics,//www.facebook.com/TorontoColonics/,https://torontocolonics.janeapp.com/,True,31,37,4
Liberty Movement & Wellness,Pilates studio,"Wellness center, Acupuncturist, Dance school, Massage therapist, Reflexologist, Teachers college, Pilates studio, Yoga retreat center, Yoga studio",+1 416-879-0711,https://www.libertymovement.ca/,"70 Geary Ave, Toronto, ON M6H 2B5",70 Geary Ave,Toronto,Ontario,M6H 2B5,Canada,CA,4.5,20,OPERATIONAL,"{""Monday"": [""10a.m.-8p.m.""], ""Tuesday"": [""10a.m.-8p.m.""], ""Wednesday"": [""10a.m.-8p.m.""], ""Thursday"": [""10a.m.-8p.m.""], ""Friday"": [""10a.m.-8p.m.""], ""Saturday"": [""10a.m.-8p.m.""], ""Sunday"": [""10a.m.-8p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Outdoor services"": true, ""Onsite services"": true, ""Online classes"": false}, ""Accessibility"": {""Wheelchair-accessible entrance"": false, ""Wheelchair-accessible parking lot"": false}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Free street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6710764,-79.4328573,ChIJ00kRBAQ1K4gRjvRnQ74JPjc,0x882b3504041149d3:0x373e09be4367f48e,libertymovement.ca,info@libertymovement.ca,,https://www.facebook.com/libertymovementstudio/,https://www.libertymovement.ca/,True,12,17,0
Yorkville Chiropractic and Wellness Centre,Chiropractor,"Chiropractor, Massage therapist, Orthotics & prosthetics service",+1 416-928-0003,http://yorkvillecentre.com/,"94 Asquith Ave, Toronto, ON M4W 1J8",94 Asquith Ave,Toronto,Ontario,M4W 1J8,Canada,CA,4.8,117,OPERATIONAL,"{""Monday"": [""9a.m.-8p.m.""], ""Tuesday"": [""9a.m.-8p.m.""], ""Wednesday"": [""9a.m.-8p.m.""], ""Thursday"": [""9a.m.-8p.m.""], ""Friday"": [""9a.m.-8p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": false}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.6723197,-79.3829052,ChIJ98kXhqw0K4gRi3KHccyjM74,0x882b34ac8617c9f7:0xbe33a3cc7187728b,yorkvillecentre.com,info@yorkvillecentre.com,,https://www.facebook.com/pages/,https://booksy.com/en-ca/rwg/11313_yorkville-chiropractic-and-wellness-centre_other_944431_toronto?rwg_token=AFd1xnFxkiUdNFCdWVjElMHbC-1EK82JKixjRvWQH9qIf9FqdUe4gqSgKLtPraZ3w2njAvhAJzWHGZTgj_1RNmiKY0FPFKmptg%3D%3D,True,11,108,4
"Oksana Kolibaba, R.TCMP, R.Ac",Acupuncturist,"Acupuncturist, Alternative medicine practitioner, Herbalist, Skin care clinic",+1 416-820-8588,https://www.instagram.com/oksanatcm/,"2315 Bloor St W, Toronto, ON M6S 1P1",2315 Bloor St W,Toronto,Ontario,M6S 1P1,Canada,CA,5,15,OPERATIONAL,"{""Monday"": [""Closed""], ""Tuesday"": [""Closed""], ""Wednesday"": [""Closed""], ""Thursday"": [""Closed""], ""Friday"": [""Closed""], ""Saturday"": [""Closed""], ""Sunday"": [""9a.m.-6p.m.""]}",,"{""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",43.6501697,-79.4797348,ChIJb6iBX-M3K4gRgePdkOjBfOQ,0x882b37e35f81a86f:0xe47cc1e890dde381,,,,,https://ohanawellnessclinic.janeapp.com/#/staff_member/9,True,22,15,0
the [clinic] Chiropractor Toronto,Chiropractor,"Chiropractor, Acupuncture clinic, Acupuncturist, Massage therapist, Naturopathic practitioner, Orthotics & prosthetics service, Osteopath, Physiotherapist, Sports massage therapist, Sports medicine clinic",+1 416-366-1710,https://theclinicchiropractor-toronto.com/,"401 Bay St. 1210 Floor 12, Toronto, ON M5H 2Y4",401 Bay St. 1210 Floor 12,Toronto,Ontario,M5H 2Y4,Canada,CA,4.6,192,OPERATIONAL,"{""Monday"": [""9a.m.-7p.m.""], ""Tuesday"": [""9a.m.-7p.m.""], ""Wednesday"": [""9a.m.-7p.m.""], ""Thursday"": [""9a.m.-7p.m.""], ""Friday"": [""9a.m.-7p.m.""], ""Saturday"": [""10a.m.-3p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Language assistance"": ""English""}, ""Accessibility"": {""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Paid street parking"": true}, ""Other"": {""Identifies as women-owned"": true}}",43.6516831,-79.3812501,ChIJv9Du_OdcK4gRPP6TdUy846Y,0x882b5ce7fceed0bf:0xa6e3bc4c7593fe3c,theclinicchiropractor-toronto.com,info@theclinic-toronto.net,https://www.instagram.com/theclinicto,https://www.facebook.com/theclinictoronto,https://theclinicchiropractor-toronto.com/book-an-appointment-online/,True,22,166,9
Stark Wellness Clinic,Psychotherapist,Psychotherapist,+1 647-250-7479,http://starkwellnessclinic.com/,"44 Victoria St Unit 720, Toronto, ON M5C 1Y2",44 Victoria St Unit 720,Toronto,Ontario,M5C 1Y2,Canada,CA,4.6,19,OPERATIONAL,"{""Monday"": [""9a.m.-8p.m.""], ""Tuesday"": [""9a.m.-8p.m.""], ""Wednesday"": [""9a.m.-8p.m.""], ""Thursday"": [""9a.m.-8p.m.""], ""Friday"": [""9a.m.-6p.m.""], ""Saturday"": [""10a.m.-6p.m.""], ""Sunday"": [""10a.m.-6p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Language assistance"": ""English""}, ""Accessibility"": {""Wheelchair accessible seating"": true}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6504188,-79.3772731,ChIJ-S4yaD_L1IkRw_CIlwkw0g0,0x89d4cb3f68322ef9:0xdd230099788f0c3,starkwellnessclinic.com,info@starkwellnessclinic.com,,,https://starkwellnessclinic.janeapp.com/locations/stark-wellness-clinic/book?rwg_token=AFd1xnFlyKqMd7fTy0xZQPJPaddh8tYM39rlQQzaUwefahraGNl0pYcrxqI5p2xDlth0L-wIuVeXEKzLkRBwPLWTMGQIkh5syR78vIRqfCRltMUg3rZPUwM%3D,True,20,17,0
Uptown Midwives & Family Wellness,Midwife,Midwife,+1 416-725-8022,https://www.uptownmidwives.ca/,"3426 Bathurst St, North York, ON M6A 2C3",3426 Bathurst St,North York,Ontario,M6A 2C3,Canada,CA,4.8,186,OPERATIONAL,"{""Monday"": [""8a.m.-5p.m.""], ""Tuesday"": [""8a.m.-5p.m.""], ""Wednesday"": [""8a.m.-5p.m.""], ""Thursday"": [""8a.m.-5p.m.""], ""Friday"": [""9a.m.-12p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.7272232,-79.4317885,ChIJ5arrJ1EyK4gRhYQuZ7AssBQ,0x882b325127ebaae5:0x14b02cb0672e8485,uptownmidwives.ca,publichealth@toronto.ca,http://instagram.com/uptownmidwives,http://www.facebook.com/10159843885980297,,True,13,174,0
RK Medical Aesthetic Center,Medical spa,Medical spa,+1 416-880-1080,https://rkcentre.ca/,"55 Avenue Rd #2000, Toronto, ON M5R 2G3",55 Avenue Rd #2000,Toronto,Ontario,M5R 2G3,Canada,CA,4.7,11,OPERATIONAL,"{""Monday"": [""10a.m.-7p.m.""], ""Tuesday"": [""10a.m.-7p.m.""], ""Wednesday"": [""10a.m.-7p.m.""], ""Thursday"": [""10a.m.-7p.m.""], ""Friday"": [""10a.m.-7p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""On-site parking"": true, ""Paid parking garage"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6713223,-79.3947378,ChIJfVvU5KQ0K4gRnt1W1RY-eGo,0x882b34a4e4d45b7d:0x6a783e16d556dd9e,rkcentre.ca,rufinakraychik@gmail.com,https://www.instagram.com/drmikeroskies/,https://www.facebook.com/drmikeroskies,,True,5,10,0
Map Your Body. Registered Acupuncture & Massage Therapy,Acupuncturist,"Massage therapist, Acupuncturist",+1 647-282-8761,http://mapyourbody.ca/,"1849 Yonge St suite 201, Toronto, ON M4S 1Y2",1849 Yonge St suite 201,Toronto,Ontario,M4S 1Y2,Canada,CA,5,107,OPERATIONAL,"{""Monday"": [""Closed""], ""Tuesday"": [""11:30a.m.-8:30p.m.""], ""Wednesday"": [""11:30a.m.-8:30p.m.""], ""Thursday"": [""2:30-8:30p.m.""], ""Friday"": [""9a.m.-7:30p.m.""], ""Saturday"": [""9a.m.-3:30p.m.""], ""Sunday"": [""9a.m.-3:30p.m.""]}",,"{""Service options"": {""Language assistance"": ""English, Spanish""}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.696949,-79.3958409,ChIJx5uRsJdvRS8R7-L_mzBl08o,0x2f456f97b0919bc7:0xcad365309bffe2ef,mapyourbody.ca,info@mapyourbody.ca,https://www.instagram.com/mapyourbody,https://www.facebook.com/MapYourBodyTO/,https://mapyourbody.janeapp.com/,True,16,106,1
Arthrospine Physiotherapy & Wellness,Physical therapist,Physiotherapist,+1 416-551-5007,http://www.arthrospine.ca/,"3528 Bathurst St, North York, ON M6A 2C6",3528 Bathurst St,North York,Ontario,M6A 2C6,Canada,CA,4.8,16,OPERATIONAL,"{""Monday"": [""Closed""], ""Tuesday"": [""11a.m.-7p.m.""], ""Wednesday"": [""12-5p.m.""], ""Thursday"": [""11a.m.-7p.m.""], ""Friday"": [""10a.m.-6p.m.""], ""Saturday"": [""9a.m.-5p.m.""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.7293095,-79.432497,ChIJDa3qSE0zK4gRmusa0acI1R4,0x882b334d48eaad0d:0x1ed508a7d11aeb9a,arthrospine.ca,micah@micahrich.com,,,http://www.arthrospinept.com/,True,11,15,0
WELL Health Medical Centre - Weston & Lawrence,Walk-in clinic,Walk-in clinic,+1 416-249-0728,https://wellclinics.ca/ontario/toronto/weston-lawrence-whmc/,"1995 Weston Rd, York, ON M9N 0A9",1995 Weston Rd,CA,Ontario,M9N 0A9,Canada,CA,4.5,18,OPERATIONAL,"{""Monday"": [""1-5p.m.""], ""Tuesday"": [""9a.m.-7p.m.""], ""Wednesday"": [""9:30a.m.-7p.m.""], ""Thursday"": [""9:30a.m.-7p.m.""], ""Friday"": [""10a.m.-4p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",43.7012929,-79.5195002,ChIJL3dms1oxK4gRFoXIl8sT3so,0x882b315ab366772f:0xcade13cb97c88516,wellclinics.ca,clientcare@focusmw.com,https://www.instagram.com/wellhealthclinics,https://www.facebook.com/WELLClinicNetwork,,True,6,15,1
The PrEP Clinic - Toronto | Brampton | Ottawa | Online,Medical clinic,"Medical clinic, Pharmacy",+1 416-420-1250,https://www.prepclinic.ca/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp-website-link%26utm_content%3Dtoronto-bloor-st,"180 Bloor St W Suite 803, Toronto, ON M5S 2V6",180 Bloor St W Suite 803,Toronto,Ontario,M5S 2V6,Canada,CA,4.9,339,OPERATIONAL,"{""Monday"": [""10:30a.m.-8:30p.m.""], ""Tuesday"": [""10:30a.m.-9p.m.""], ""Wednesday"": [""10:30a.m.-9p.m.""], ""Thursday"": [""10:30a.m.-8:30p.m.""], ""Friday"": [""10:30a.m.-5p.m.""], ""Saturday"": [""11a.m.-3p.m.""], ""Sunday"": [""Closed""]}",,"{""Service options"": {""Onsite services"": true, ""Language assistance"": ""American Sign Language, Arabic, Cantonese, English, Filipino, French, German, Hindi, Italian, Korean, Mandarin, Portuguese, Russian, Spanish, Vietnamese""}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.6687854,-79.3949041,ChIJgxdnD2I1K4gRy70-yTx86o8,0x882b35620f671783:0x8fea7c3cc93ebdcb,prepclinic.ca,info@prepclinic.ca,https://www.instagram.com/theprepclinic,https://www.facebook.com/theprepclinic,https://app.prepclinic.ca/booking/steps/product,True,19,327,3
Bayview Village Wellness Centre,Chiropractor,"Chiropractor, Acupuncture clinic, Massage therapist, Naturopathic practitioner, Physiotherapist",+1 416-221-7724,https://www.bayviewwellness.com/,"2901 Bayview Ave Suite 201, North York, ON M2K 1E6",2901 Bayview Ave Suite 201,CA,Ontario,M2K 1E6,Canada,CA,4.7,335,OPERATIONAL,"{""Monday"": [""9a.m.-7p.m.""], ""Tuesday"": [""7a.m.-7p.m.""], ""Wednesday"": [""7a.m.-7p.m.""], ""Thursday"": [""9a.m.-7p.m.""], ""Friday"": [""7a.m.-7p.m.""], ""Saturday"": [""8a.m.-4p.m.""], ""Sunday"": [""10:30a.m.-5:30p.m.""]}",,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.769662,-79.3845469,ChIJIZb_IEktK4gRnMo4UH7W-iE,0x882b2d4920ff9621:0x21fad67e5038ca9c,bayviewwellness.com,carina@bayvieellness.com,https://www.instagram.com/bayviewvillagewellness,https://www.facebook.com/Bayview.Village.Chiropractic.And.Massage,https://www.bayviewwellness.com/?cc=book&utm_source=GMB_Listing&utm_medium=organic&utm_campaign=Appointment_GMB,True,50,296,18
The Well,Shopping mall,Shopping mall,+1 416-203-7777,https://www.thewelltoronto.com/,"486 Front St W, Toronto, ON M5V 0V2",486 Front St W,Toronto,Ontario,M5V 0V2,Canada,CA,4.4,2362,OPERATIONAL,"{""Monday"": [""11a.m.-7p.m.""], ""Tuesday"": [""11a.m.-7p.m.""], ""Wednesday"": [""11a.m.-7p.m.""], ""Thursday"": [""11a.m.-7p.m.""], ""Friday"": [""11a.m.-7p.m.""], ""Saturday"": [""11a.m.-7p.m.""], ""Sunday"": [""11a.m.-7p.m.""]}",,"{""Service options"": {""In-store shopping"": true, ""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Arcade games"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true, ""Wi-Fi"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Has changing table(s)"": true, ""Nursing room"": true}, ""Parking"": {""Paid parking garage"": true, ""Paid parking lot"": true, ""Paid street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.6430467,-79.394739,ChIJZbZK3QU1K4gRznOuVoRatyk,0x882b3505dd4ab665:0x29b75a8456ae73ce,thewelltoronto.com,rob.armstrong@avisonyoung.com,https://instagram.com/thewell_to,https://www.facebook.com/TheWellTO,,True,5320,1554,492
Mount Sinai Hospital,Hospital,Hospital,+1 416-596-4200,https://www.sinaihealth.ca/our-hospitals/mount-sinai-hospital,"600 University Ave, Toronto, ON M5G 1X5",600 University Ave,Toronto,Ontario,M5G 1X5,Canada,CA,3.8,935,OPERATIONAL,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.6574165,-79.3903379,ChIJ2_HZWsg0K4gR6Ifmv4w7Yi0,0x882b34c85ad9f1db:0x2d623b8cbfe687e8,sinaihealth.ca,delanie.k@sinaihealth.ca,https://www.instagram.com/sinaihealthtoronto,https://www.facebook.com/SinaiHealth/,,True,329,528,111
Aroma Waxing & Laser Clinic,Waxing hair removal service,"Waxing hair removal service, Eyebrow bar, Eyelash salon, Hair removal service, Laser hair removal service, Medical spa, Wellness center",+1 416-505-5222,https://aromawcs.ca/,"588 Bloor St W, Toronto, ON M6G 1K4",588 Bloor St W,Toronto,Ontario,M6G 1K4,Canada,CA,4.7,533,OPERATIONAL,"{""Monday"": [""10a.m.-7p.m.""], ""Tuesday"": [""10a.m.-9p.m.""], ""Wednesday"": [""10a.m.-9p.m.""], ""Thursday"": [""10a.m.-9p.m.""], ""Friday"": [""10a.m.-8p.m.""], ""Saturday"": [""10a.m.-6p.m.""], ""Sunday"": [""11a.m.-6p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Washroom"": true, ""Wi-Fi"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free street parking"": true, ""Paid parking lot"": true, ""Paid street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6649878,-79.4128163,ChIJFz5tapI0K4gRXstglu9eubI,0x882b34926a6d3e17:0xb2b95eef9660cb5e,aromawcs.ca,aromawcs@gmail.com,https://www.instagram.com/aromawcs,http://www.facebook.com/aromawaxingclinic,https://booking.mangomint.com/aromawaxinglaserclinic,True,51,464,24
Mount Sinai Hospital,University hospital,University hospital,+1 416-586-4800,http://www.mountsinai.on.ca/care/rmcad/programs/chiropractic-spine-clinic,"60 Murray St, Toronto, ON M5T 3L9",60 Murray St,Toronto,Ontario,M5T 3L9,Canada,CA,4,49,OPERATIONAL,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.6580341,-79.3916993,ChIJcbfJ2Mc0K4gRu4UQcZkRmgc,0x882b34c7d8c9b771:0x79a1199711085bb,mountsinai.on.ca,bgriffin@mtsinai.on.ca,https://www.instagram.com/sinaihealthtoronto,https://www.facebook.com/SinaiHealth/,,False,29,32,4
